OBSERVATION	DATE.TIME	DATE	TIME	AM.PM	TEMP	VWC	NUM.OBS	STAND	JULIAN
1277	07/22/19 06:57:18 PM	2019-07-22	06:57:18	PM	17.486	0.2803	24	Stand_24	203
1278	07/22/19 07:57:18 PM	2019-07-22	07:57:18	PM	17.439	0.28	24	Stand_24	203
1279	07/22/19 08:57:18 PM	2019-07-22	08:57:18	PM	17.368	0.28	24	Stand_24	203
1280	07/22/19 09:57:18 PM	2019-07-22	09:57:18	PM	17.106	0.28	24	Stand_24	203
1281	07/22/19 10:57:18 PM	2019-07-22	10:57:18	PM	16.749	0.28	24	Stand_24	203
1282	07/22/19 11:57:18 PM	2019-07-22	11:57:18	PM	16.439	0.2796	24	Stand_24	203
1283	07/23/19 12:57:18 AM	2019-07-23	12:57:18	AM	16.129	0.28	24	Stand_24	204
1284	07/23/19 01:57:18 AM	2019-07-23	01:57:18	AM	15.867	0.2796	24	Stand_24	204
1285	07/23/19 02:57:18 AM	2019-07-23	02:57:18	AM	15.557	0.2796	24	Stand_24	204
1286	07/23/19 03:57:18 AM	2019-07-23	03:57:18	AM	15.175	0.28	24	Stand_24	204
1287	07/23/19 04:57:18 AM	2019-07-23	04:57:18	AM	14.816	0.2796	24	Stand_24	204
1288	07/23/19 05:57:18 AM	2019-07-23	05:57:18	AM	14.529	0.28	24	Stand_24	204
1289	07/23/19 06:57:18 AM	2019-07-23	06:57:18	AM	14.218	0.2796	24	Stand_24	204
1290	07/23/19 07:57:18 AM	2019-07-23	07:57:18	AM	14.122	0.2793	24	Stand_24	204
1291	07/23/19 08:57:18 AM	2019-07-23	08:57:18	AM	14.266	0.2793	24	Stand_24	204
1292	07/23/19 09:57:18 AM	2019-07-23	09:57:18	AM	14.649	0.2796	24	Stand_24	204
1293	07/23/19 10:57:18 AM	2019-07-23	10:57:18	AM	15.342	0.2796	24	Stand_24	204
1294	07/23/19 11:57:18 AM	2019-07-23	11:57:18	AM	15.867	0.2796	24	Stand_24	204
1295	07/23/19 12:57:18 PM	2019-07-23	12:57:18	PM	16.272	0.2796	24	Stand_24	204
1296	07/23/19 01:57:18 PM	2019-07-23	01:57:18	PM	16.487	0.2793	24	Stand_24	204
1297	07/23/19 02:57:18 PM	2019-07-23	02:57:18	PM	16.677	0.279	24	Stand_24	204
1298	07/23/19 03:57:18 PM	2019-07-23	03:57:18	PM	16.796	0.279	24	Stand_24	204
1299	07/23/19 04:57:18 PM	2019-07-23	04:57:18	PM	16.915	0.2783	24	Stand_24	204
1300	07/23/19 05:57:18 PM	2019-07-23	05:57:18	PM	17.011	0.278	24	Stand_24	204
1301	07/23/19 06:57:18 PM	2019-07-23	06:57:18	PM	16.963	0.278	24	Stand_24	204
1302	07/23/19 07:57:18 PM	2019-07-23	07:57:18	PM	16.892	0.2776	24	Stand_24	204
1303	07/23/19 08:57:18 PM	2019-07-23	08:57:18	PM	16.701	0.2776	24	Stand_24	204
1304	07/23/19 09:57:18 PM	2019-07-23	09:57:18	PM	16.439	0.2776	24	Stand_24	204
1305	07/23/19 10:57:18 PM	2019-07-23	10:57:18	PM	16.01	0.2773	24	Stand_24	204
1306	07/23/19 11:57:18 PM	2019-07-23	11:57:18	PM	15.581	0.2773	24	Stand_24	204
1307	07/24/19 12:57:18 AM	2019-07-24	12:57:18	AM	15.127	0.2773	24	Stand_24	205
1308	07/24/19 01:57:18 AM	2019-07-24	01:57:18	AM	14.745	0.277	24	Stand_24	205
1309	07/24/19 02:57:18 AM	2019-07-24	02:57:18	AM	14.385	0.277	24	Stand_24	205
1310	07/24/19 03:57:18 AM	2019-07-24	03:57:18	AM	14.05	0.277	24	Stand_24	205
1311	07/24/19 04:57:18 AM	2019-07-24	04:57:18	AM	13.762	0.2766	24	Stand_24	205
1312	07/24/19 05:57:18 AM	2019-07-24	05:57:18	AM	13.497	0.2766	24	Stand_24	205
1313	07/24/19 06:57:18 AM	2019-07-24	06:57:18	AM	13.449	0.2766	24	Stand_24	205
1314	07/24/19 07:57:18 AM	2019-07-24	07:57:18	AM	13.305	0.2763	24	Stand_24	205
1315	07/24/19 08:57:18 AM	2019-07-24	08:57:18	AM	13.425	0.2766	24	Stand_24	205
1316	07/24/19 09:57:18 AM	2019-07-24	09:57:18	AM	13.93	0.277	24	Stand_24	205
1317	07/24/19 10:57:18 AM	2019-07-24	10:57:18	AM	14.529	0.2759	24	Stand_24	205
1318	07/24/19 11:57:18 AM	2019-07-24	11:57:18	AM	15.079	0.2763	24	Stand_24	205
1319	07/24/19 12:57:18 PM	2019-07-24	12:57:18	PM	15.676	0.2766	24	Stand_24	205
1320	07/24/19 01:57:18 PM	2019-07-24	01:57:18	PM	16.153	0.2759	24	Stand_24	205
1321	07/24/19 02:57:18 PM	2019-07-24	02:57:18	PM	16.606	0.2759	24	Stand_24	205
1322	07/24/19 03:57:18 PM	2019-07-24	03:57:18	PM	16.939	0.2756	24	Stand_24	205
1323	07/24/19 04:57:18 PM	2019-07-24	04:57:18	PM	17.106	0.2753	24	Stand_24	205
1324	07/24/19 05:57:18 PM	2019-07-24	05:57:18	PM	17.272	0.2749	24	Stand_24	205
1325	07/24/19 06:57:18 PM	2019-07-24	06:57:18	PM	17.344	0.2746	24	Stand_24	205
1326	07/24/19 07:57:18 PM	2019-07-24	07:57:18	PM	17.296	0.2746	24	Stand_24	205
1327	07/24/19 08:57:18 PM	2019-07-24	08:57:18	PM	17.177	0.2743	24	Stand_24	205
1328	07/24/19 09:57:18 PM	2019-07-24	09:57:18	PM	16.987	0.2743	24	Stand_24	205
1329	07/24/19 10:57:18 PM	2019-07-24	10:57:18	PM	16.654	0.2743	24	Stand_24	205
1330	07/24/19 11:57:18 PM	2019-07-24	11:57:18	PM	16.344	0.2743	24	Stand_24	205
1331	07/25/19 12:57:18 AM	2019-07-25	12:57:18	AM	16.058	0.2739	24	Stand_24	206
1332	07/25/19 01:57:18 AM	2019-07-25	01:57:18	AM	15.772	0.2743	24	Stand_24	206
1333	07/25/19 02:57:18 AM	2019-07-25	02:57:18	AM	15.533	0.2743	24	Stand_24	206
1334	07/25/19 03:57:18 AM	2019-07-25	03:57:18	AM	15.294	0.2743	24	Stand_24	206
1335	07/25/19 04:57:18 AM	2019-07-25	04:57:18	AM	15.103	0.2743	24	Stand_24	206
1336	07/25/19 05:57:18 AM	2019-07-25	05:57:18	AM	14.984	0.2743	24	Stand_24	206
1337	07/25/19 06:57:18 AM	2019-07-25	06:57:18	AM	14.768	0.2739	24	Stand_24	206
1338	07/25/19 07:57:18 AM	2019-07-25	07:57:18	AM	14.697	0.2739	24	Stand_24	206
1339	07/25/19 08:57:18 AM	2019-07-25	08:57:18	AM	14.864	0.2739	24	Stand_24	206
1340	07/25/19 09:57:18 AM	2019-07-25	09:57:18	AM	15.27	0.2736	24	Stand_24	206
1341	07/25/19 10:57:18 AM	2019-07-25	10:57:18	AM	15.819	0.2736	24	Stand_24	206
1342	07/25/19 11:57:18 AM	2019-07-25	11:57:18	AM	16.415	0.2732	24	Stand_24	206
1343	07/25/19 12:57:18 PM	2019-07-25	12:57:18	PM	17.13	0.2736	24	Stand_24	206
1344	07/25/19 01:57:18 PM	2019-07-25	01:57:18	PM	17.724	0.2729	24	Stand_24	206
1345	07/25/19 02:57:18 PM	2019-07-25	02:57:18	PM	18.176	0.2726	24	Stand_24	206
1346	07/25/19 03:57:18 PM	2019-07-25	03:57:18	PM	18.604	0.2719	24	Stand_24	206
1347	07/25/19 04:57:18 PM	2019-07-25	04:57:18	PM	18.866	0.2715	24	Stand_24	206
1348	07/25/19 05:57:18 PM	2019-07-25	05:57:18	PM	18.985	0.2715	24	Stand_24	206
1349	07/25/19 06:57:18 PM	2019-07-25	06:57:18	PM	19.056	0.2712	24	Stand_24	206
1350	07/25/19 07:57:18 PM	2019-07-25	07:57:18	PM	19.008	0.2708	24	Stand_24	206
1351	07/25/19 08:57:18 PM	2019-07-25	08:57:18	PM	18.889	0.2701	24	Stand_24	206
1352	07/25/19 09:57:18 PM	2019-07-25	09:57:18	PM	18.675	0.2701	24	Stand_24	206
1353	07/25/19 10:57:18 PM	2019-07-25	10:57:18	PM	18.438	0.2701	24	Stand_24	206
1354	07/25/19 11:57:18 PM	2019-07-25	11:57:18	PM	18.2	0.2701	24	Stand_24	206
1355	07/26/19 12:57:18 AM	2019-07-26	12:57:18	AM	17.938	0.2698	24	Stand_24	207
1356	07/26/19 01:57:18 AM	2019-07-26	01:57:18	AM	17.724	0.2698	24	Stand_24	207
1357	07/26/19 02:57:18 AM	2019-07-26	02:57:18	AM	17.463	0.2701	24	Stand_24	207
1358	07/26/19 03:57:18 AM	2019-07-26	03:57:18	AM	17.249	0.2698	24	Stand_24	207
1359	07/26/19 04:57:18 AM	2019-07-26	04:57:18	AM	17.011	0.2698	24	Stand_24	207
1360	07/26/19 05:57:18 AM	2019-07-26	05:57:18	AM	16.82	0.2694	24	Stand_24	207
1361	07/26/19 06:57:18 AM	2019-07-26	06:57:18	AM	16.725	0.2694	24	Stand_24	207
1362	07/26/19 07:57:18 AM	2019-07-26	07:57:18	AM	16.701	0.2694	24	Stand_24	207
1363	07/26/19 08:57:18 AM	2019-07-26	08:57:18	AM	16.868	0.2691	24	Stand_24	207
1364	07/26/19 09:57:18 AM	2019-07-26	09:57:18	AM	17.201	0.2687	24	Stand_24	207
1365	07/26/19 10:57:18 AM	2019-07-26	10:57:18	AM	17.629	0.2687	24	Stand_24	207
1366	07/26/19 11:57:18 AM	2019-07-26	11:57:18	AM	18.057	0.2684	24	Stand_24	207
1367	07/26/19 12:57:18 PM	2019-07-26	12:57:18	PM	18.438	0.268	24	Stand_24	207
1368	07/26/19 01:57:18 PM	2019-07-26	01:57:18	PM	18.652	0.2673	24	Stand_24	207
1369	07/26/19 02:57:18 PM	2019-07-26	02:57:18	PM	18.866	0.267	24	Stand_24	207
1370	07/26/19 03:57:18 PM	2019-07-26	03:57:18	PM	19.056	0.267	24	Stand_24	207
1371	07/26/19 04:57:18 PM	2019-07-26	04:57:18	PM	19.08	0.266	24	Stand_24	207
1372	07/26/19 05:57:18 PM	2019-07-26	05:57:18	PM	19.056	0.2657	24	Stand_24	207
1373	07/26/19 06:57:18 PM	2019-07-26	06:57:18	PM	19.032	0.2653	24	Stand_24	207
1374	07/26/19 07:57:18 PM	2019-07-26	07:57:18	PM	18.913	0.2646	24	Stand_24	207
1375	07/26/19 08:57:18 PM	2019-07-26	08:57:18	PM	18.818	0.2646	24	Stand_24	207
1376	07/26/19 09:57:18 PM	2019-07-26	09:57:18	PM	18.699	0.2642	24	Stand_24	207
1377	07/26/19 10:57:18 PM	2019-07-26	10:57:18	PM	18.58	0.2639	24	Stand_24	207
1378	07/26/19 11:57:18 PM	2019-07-26	11:57:18	PM	18.438	0.2639	24	Stand_24	207
1379	07/27/19 12:57:18 AM	2019-07-27	12:57:18	AM	18.343	0.2635	24	Stand_24	208
1380	07/27/19 01:57:18 AM	2019-07-27	01:57:18	AM	18.319	0.2635	24	Stand_24	208
1381	07/27/19 02:57:18 AM	2019-07-27	02:57:18	AM	18.2	0.2632	24	Stand_24	208
1382	07/27/19 03:57:18 AM	2019-07-27	03:57:18	AM	18.105	0.2632	24	Stand_24	208
1383	07/27/19 04:57:18 AM	2019-07-27	04:57:18	AM	18.129	0.2632	24	Stand_24	208
1384	07/27/19 05:57:18 AM	2019-07-27	05:57:18	AM	18.057	0.2753	24	Stand_24	208
1385	07/27/19 06:57:18 AM	2019-07-27	06:57:18	AM	18.057	0.2766	24	Stand_24	208
1386	07/27/19 07:57:18 AM	2019-07-27	07:57:18	AM	18.105	0.2773	24	Stand_24	208
1387	07/27/19 08:57:18 AM	2019-07-27	08:57:18	AM	18.2	0.2773	24	Stand_24	208
1388	07/27/19 09:57:18 AM	2019-07-27	09:57:18	AM	18.461	0.2773	24	Stand_24	208
1389	07/27/19 10:57:18 AM	2019-07-27	10:57:18	AM	18.794	0.277	24	Stand_24	208
1390	07/27/19 11:57:18 AM	2019-07-27	11:57:18	AM	19.008	0.277	24	Stand_24	208
1391	07/27/19 12:57:18 PM	2019-07-27	12:57:18	PM	19.27	0.2766	24	Stand_24	208
1392	07/27/19 01:57:18 PM	2019-07-27	01:57:18	PM	19.365	0.2763	24	Stand_24	208
1393	07/27/19 02:57:18 PM	2019-07-27	02:57:18	PM	19.484	0.2994	24	Stand_24	208
1394	07/27/19 03:57:18 PM	2019-07-27	03:57:18	PM	19.555	0.297	24	Stand_24	208
1395	07/27/19 04:57:18 PM	2019-07-27	04:57:18	PM	19.77	0.2946	24	Stand_24	208
1396	07/27/19 05:57:18 PM	2019-07-27	05:57:18	PM	19.984	0.2932	24	Stand_24	208
1397	07/27/19 06:57:18 PM	2019-07-27	06:57:18	PM	20.198	0.2919	24	Stand_24	208
1398	07/27/19 07:57:18 PM	2019-07-27	07:57:18	PM	20.317	0.2911	24	Stand_24	208
1399	07/27/19 08:57:18 PM	2019-07-27	08:57:18	PM	20.269	0.2904	24	Stand_24	208
1400	07/27/19 09:57:18 PM	2019-07-27	09:57:18	PM	20.15	0.3136	24	Stand_24	208
1401	07/27/19 10:57:18 PM	2019-07-27	10:57:18	PM	19.817	0.3054	24	Stand_24	208
1402	07/27/19 11:57:18 PM	2019-07-27	11:57:18	PM	19.555	0.3022	24	Stand_24	208
1403	07/28/19 12:57:18 AM	2019-07-28	12:57:18	AM	19.341	0.3001	24	Stand_24	209
1404	07/28/19 01:57:18 AM	2019-07-28	01:57:18	AM	19.127	0.2987	24	Stand_24	209
1405	07/28/19 02:57:18 AM	2019-07-28	02:57:18	AM	18.913	0.2973	24	Stand_24	209
1406	07/28/19 03:57:18 AM	2019-07-28	03:57:18	AM	18.723	0.2963	24	Stand_24	209
1407	07/28/19 04:57:18 AM	2019-07-28	04:57:18	AM	18.509	0.2955	24	Stand_24	209
1408	07/28/19 05:57:18 AM	2019-07-28	05:57:18	AM	18.295	0.2949	24	Stand_24	209
1409	07/28/19 06:57:18 AM	2019-07-28	06:57:18	AM	18.129	0.2942	24	Stand_24	209
1410	07/28/19 07:57:18 AM	2019-07-28	07:57:18	AM	18.01	0.2938	24	Stand_24	209
1411	07/28/19 08:57:18 AM	2019-07-28	08:57:18	AM	18.033	0.2938	24	Stand_24	209
1412	07/28/19 09:57:18 AM	2019-07-28	09:57:18	AM	18.438	0.2935	24	Stand_24	209
1413	07/28/19 10:57:18 AM	2019-07-28	10:57:18	AM	18.818	0.2932	24	Stand_24	209
1414	07/28/19 11:57:18 AM	2019-07-28	11:57:18	AM	19.294	0.2925	24	Stand_24	209
1415	07/28/19 12:57:18 PM	2019-07-28	12:57:18	PM	19.888	0.2922	24	Stand_24	209
1416	07/28/19 01:57:18 PM	2019-07-28	01:57:18	PM	20.269	0.2914	24	Stand_24	209
1417	07/28/19 02:57:18 PM	2019-07-28	02:57:18	PM	20.555	0.2908	24	Stand_24	209
1418	07/28/19 03:57:18 PM	2019-07-28	03:57:18	PM	20.841	0.2901	24	Stand_24	209
1419	07/28/19 04:57:18 PM	2019-07-28	04:57:18	PM	20.984	0.2895	24	Stand_24	209
1420	07/28/19 05:57:18 PM	2019-07-28	05:57:18	PM	21.008	0.289	24	Stand_24	209
1421	07/28/19 06:57:18 PM	2019-07-28	06:57:18	PM	21.008	0.2884	24	Stand_24	209
1422	07/28/19 07:57:18 PM	2019-07-28	07:57:18	PM	20.889	0.2881	24	Stand_24	209
1423	07/28/19 08:57:18 PM	2019-07-28	08:57:18	PM	20.77	0.2881	24	Stand_24	209
1424	07/28/19 09:57:18 PM	2019-07-28	09:57:18	PM	20.674	0.2877	24	Stand_24	209
1425	07/28/19 10:57:18 PM	2019-07-28	10:57:18	PM	20.579	0.2877	24	Stand_24	209
1426	07/28/19 11:57:18 PM	2019-07-28	11:57:18	PM	20.484	0.2877	24	Stand_24	209
1427	07/29/19 12:57:18 AM	2019-07-29	12:57:18	AM	20.388	0.2877	24	Stand_24	210
1428	07/29/19 01:57:18 AM	2019-07-29	01:57:18	AM	20.269	0.2877	24	Stand_24	210
1429	07/29/19 02:57:18 AM	2019-07-29	02:57:18	AM	20.126	0.2874	24	Stand_24	210
1430	07/29/19 03:57:18 AM	2019-07-29	03:57:18	AM	19.984	0.2874	24	Stand_24	210
1431	07/29/19 04:57:18 AM	2019-07-29	04:57:18	AM	19.865	0.2871	24	Stand_24	210
1432	07/29/19 05:57:18 AM	2019-07-29	05:57:18	AM	19.77	0.2871	24	Stand_24	210
1433	07/29/19 06:57:18 AM	2019-07-29	06:57:18	AM	19.722	0.2871	24	Stand_24	210
1434	07/29/19 07:57:18 AM	2019-07-29	07:57:18	AM	19.698	0.2868	24	Stand_24	210
1435	07/29/19 08:57:18 AM	2019-07-29	08:57:18	AM	19.77	0.2864	24	Stand_24	210
1436	07/29/19 09:57:18 AM	2019-07-29	09:57:18	AM	19.841	0.2868	24	Stand_24	210
1437	07/29/19 10:57:18 AM	2019-07-29	10:57:18	AM	19.912	0.3148	24	Stand_24	210
1438	07/29/19 11:57:18 AM	2019-07-29	11:57:18	AM	19.96	0.3087	24	Stand_24	210
1439	07/29/19 12:57:18 PM	2019-07-29	12:57:18	PM	20.031	0.3054	24	Stand_24	210
1440	07/29/19 01:57:18 PM	2019-07-29	01:57:18	PM	20.103	0.3037	24	Stand_24	210
1441	07/29/19 02:57:18 PM	2019-07-29	02:57:18	PM	20.055	0.3019	24	Stand_24	210
1442	07/29/19 03:57:18 PM	2019-07-29	03:57:18	PM	20.103	0.3005	24	Stand_24	210
1443	07/29/19 04:57:18 PM	2019-07-29	04:57:18	PM	20.198	0.299	24	Stand_24	210
1444	07/29/19 05:57:18 PM	2019-07-29	05:57:18	PM	20.198	0.2976	24	Stand_24	210
1445	07/29/19 06:57:18 PM	2019-07-29	06:57:18	PM	20.198	0.297	24	Stand_24	210
1446	07/29/19 07:57:18 PM	2019-07-29	07:57:18	PM	20.126	0.2959	24	Stand_24	210
1447	07/29/19 08:57:18 PM	2019-07-29	08:57:18	PM	19.984	0.2955	24	Stand_24	210
1448	07/29/19 09:57:18 PM	2019-07-29	09:57:18	PM	19.722	0.2949	24	Stand_24	210
1449	07/29/19 10:57:18 PM	2019-07-29	10:57:18	PM	19.46	0.2942	24	Stand_24	210
1450	07/29/19 11:57:18 PM	2019-07-29	11:57:18	PM	19.199	0.2935	24	Stand_24	210
1451	07/30/19 12:57:18 AM	2019-07-30	12:57:18	AM	18.937	0.2928	24	Stand_24	211
1452	07/30/19 01:57:18 AM	2019-07-30	01:57:18	AM	18.699	0.2925	24	Stand_24	211
1453	07/30/19 02:57:18 AM	2019-07-30	02:57:18	AM	18.533	0.2922	24	Stand_24	211
1454	07/30/19 03:57:18 AM	2019-07-30	03:57:18	AM	18.295	0.2922	24	Stand_24	211
1455	07/30/19 04:57:18 AM	2019-07-30	04:57:18	AM	18.152	0.2919	24	Stand_24	211
1456	07/30/19 05:57:18 AM	2019-07-30	05:57:18	AM	18.105	0.2914	24	Stand_24	211
1457	07/30/19 06:57:18 AM	2019-07-30	06:57:18	AM	17.986	0.2914	24	Stand_24	211
1458	07/30/19 07:57:18 AM	2019-07-30	07:57:18	AM	17.843	0.2911	24	Stand_24	211
1459	07/30/19 08:57:18 AM	2019-07-30	08:57:18	AM	17.819	0.2908	24	Stand_24	211
1460	07/30/19 09:57:18 AM	2019-07-30	09:57:18	AM	17.915	0.2908	24	Stand_24	211
1461	07/30/19 10:57:18 AM	2019-07-30	10:57:18	AM	18.033	0.2904	24	Stand_24	211
1462	07/30/19 11:57:18 AM	2019-07-30	11:57:18	AM	18.129	0.2901	24	Stand_24	211
1463	07/30/19 12:57:18 PM	2019-07-30	12:57:18	PM	18.247	0.2898	24	Stand_24	211
1464	07/30/19 01:57:18 PM	2019-07-30	01:57:18	PM	18.295	0.289	24	Stand_24	211
1465	07/30/19 02:57:18 PM	2019-07-30	02:57:18	PM	18.366	0.2887	24	Stand_24	211
1466	07/30/19 03:57:18 PM	2019-07-30	03:57:18	PM	18.438	0.2884	24	Stand_24	211
1467	07/30/19 04:57:18 PM	2019-07-30	04:57:18	PM	18.438	0.2874	24	Stand_24	211
1468	07/30/19 05:57:18 PM	2019-07-30	05:57:18	PM	18.343	0.2871	24	Stand_24	211
1469	07/30/19 06:57:18 PM	2019-07-30	06:57:18	PM	18.224	0.2868	24	Stand_24	211
1470	07/30/19 07:57:18 PM	2019-07-30	07:57:18	PM	17.915	0.2864	24	Stand_24	211
1471	07/30/19 08:57:18 PM	2019-07-30	08:57:18	PM	17.629	0.2864	24	Stand_24	211
1472	07/30/19 09:57:18 PM	2019-07-30	09:57:18	PM	17.225	0.2871	24	Stand_24	211
1473	07/30/19 10:57:18 PM	2019-07-30	10:57:18	PM	16.868	0.2871	24	Stand_24	211
1474	07/30/19 11:57:18 PM	2019-07-30	11:57:18	PM	16.415	0.2877	24	Stand_24	211
1475	07/31/19 12:57:18 AM	2019-07-31	12:57:18	AM	16.058	0.2877	24	Stand_24	212
1476	07/31/19 01:57:18 AM	2019-07-31	01:57:18	AM	15.724	0.2877	24	Stand_24	212
1477	07/31/19 02:57:18 AM	2019-07-31	02:57:18	AM	15.342	0.2874	24	Stand_24	212
1478	07/31/19 03:57:18 AM	2019-07-31	03:57:18	AM	14.984	0.2877	24	Stand_24	212
1479	07/31/19 04:57:18 AM	2019-07-31	04:57:18	AM	14.697	0.2877	24	Stand_24	212
1480	07/31/19 05:57:18 AM	2019-07-31	05:57:18	AM	14.385	0.2877	24	Stand_24	212
1481	07/31/19 06:57:18 AM	2019-07-31	06:57:18	AM	14.002	0.2877	24	Stand_24	212
1482	07/31/19 07:57:18 AM	2019-07-31	07:57:18	AM	13.762	0.2874	24	Stand_24	212
1483	07/31/19 08:57:18 AM	2019-07-31	08:57:18	AM	13.81	0.2874	24	Stand_24	212
1484	07/31/19 09:57:18 AM	2019-07-31	09:57:18	AM	14.314	0.2877	24	Stand_24	212
1485	07/31/19 10:57:18 AM	2019-07-31	10:57:18	AM	14.745	0.2877	24	Stand_24	212
1486	07/31/19 11:57:18 AM	2019-07-31	11:57:18	AM	15.175	0.2877	24	Stand_24	212
1487	07/31/19 12:57:18 PM	2019-07-31	12:57:18	PM	15.652	0.2874	24	Stand_24	212
1488	07/31/19 01:57:18 PM	2019-07-31	01:57:18	PM	16.058	0.2871	24	Stand_24	212
1489	07/31/19 02:57:18 PM	2019-07-31	02:57:18	PM	16.344	0.2871	24	Stand_24	212
1490	07/31/19 03:57:18 PM	2019-07-31	03:57:18	PM	16.701	0.2868	24	Stand_24	212
1491	07/31/19 04:57:18 PM	2019-07-31	04:57:18	PM	16.915	0.2864	24	Stand_24	212
1492	07/31/19 05:57:18 PM	2019-07-31	05:57:18	PM	17.058	0.2861	24	Stand_24	212
1493	07/31/19 06:57:18 PM	2019-07-31	06:57:18	PM	17.153	0.2857	24	Stand_24	212
1494	07/31/19 07:57:18 PM	2019-07-31	07:57:18	PM	17.177	0.2857	24	Stand_24	212
1495	07/31/19 08:57:18 PM	2019-07-31	08:57:18	PM	17.058	0.2857	24	Stand_24	212
1496	07/31/19 09:57:18 PM	2019-07-31	09:57:18	PM	16.701	0.2857	24	Stand_24	212
1497	07/31/19 10:57:18 PM	2019-07-31	10:57:18	PM	16.344	0.2864	24	Stand_24	212
1498	07/31/19 11:57:18 PM	2019-07-31	11:57:18	PM	16.01	0.2853	24	Stand_24	212
1499	08/01/19 12:57:18 AM	2019-08-01	12:57:18	AM	15.676	0.2857	24	Stand_24	213
1500	08/01/19 01:57:18 AM	2019-08-01	01:57:18	AM	15.366	0.2864	24	Stand_24	213
1501	08/01/19 02:57:18 AM	2019-08-01	02:57:18	AM	15.103	0.2868	24	Stand_24	213
1502	08/01/19 03:57:18 AM	2019-08-01	03:57:18	AM	14.84	0.2864	24	Stand_24	213
1503	08/01/19 04:57:18 AM	2019-08-01	04:57:18	AM	14.529	0.2868	24	Stand_24	213
1504	08/01/19 05:57:18 AM	2019-08-01	05:57:18	AM	14.242	0.2871	24	Stand_24	213
1505	08/01/19 06:57:18 AM	2019-08-01	06:57:18	AM	14.05	0.2868	24	Stand_24	213
1506	08/01/19 07:57:18 AM	2019-08-01	07:57:18	AM	14.05	0.2871	24	Stand_24	213
1507	08/01/19 08:57:18 AM	2019-08-01	08:57:18	AM	14.29	0.2871	24	Stand_24	213
1508	08/01/19 09:57:18 AM	2019-08-01	09:57:18	AM	14.888	0.2868	24	Stand_24	213
1509	08/01/19 10:57:18 AM	2019-08-01	10:57:18	AM	15.461	0.2864	24	Stand_24	213
1510	08/01/19 11:57:18 AM	2019-08-01	11:57:18	AM	15.963	0.2864	24	Stand_24	213
1511	08/01/19 12:57:18 PM	2019-08-01	12:57:18	PM	16.415	0.2864	24	Stand_24	213
1512	08/01/19 01:57:18 PM	2019-08-01	01:57:18	PM	16.796	0.2857	24	Stand_24	213
1513	08/01/19 02:57:18 PM	2019-08-01	02:57:18	PM	17.082	0.2853	24	Stand_24	213
1514	08/01/19 03:57:18 PM	2019-08-01	03:57:18	PM	17.463	0.2853	24	Stand_24	213
1515	08/01/19 04:57:18 PM	2019-08-01	04:57:18	PM	17.677	0.2847	24	Stand_24	213
1516	08/01/19 05:57:18 PM	2019-08-01	05:57:18	PM	17.819	0.2844	24	Stand_24	213
1517	08/01/19 06:57:18 PM	2019-08-01	06:57:18	PM	17.915	0.284	24	Stand_24	213
1518	08/01/19 07:57:18 PM	2019-08-01	07:57:18	PM	17.796	0.2837	24	Stand_24	213
1519	08/01/19 08:57:18 PM	2019-08-01	08:57:18	PM	17.582	0.2837	24	Stand_24	213
1520	08/01/19 09:57:18 PM	2019-08-01	09:57:18	PM	17.296	0.2834	24	Stand_24	213
1521	08/01/19 10:57:18 PM	2019-08-01	10:57:18	PM	16.963	0.2834	24	Stand_24	213
1522	08/01/19 11:57:18 PM	2019-08-01	11:57:18	PM	16.606	0.283	24	Stand_24	213
1523	08/02/19 12:57:18 AM	2019-08-02	12:57:18	AM	16.249	0.2827	24	Stand_24	214
1524	08/02/19 01:57:18 AM	2019-08-02	01:57:18	AM	15.986	0.283	24	Stand_24	214
1525	08/02/19 02:57:18 AM	2019-08-02	02:57:18	AM	15.724	0.2827	24	Stand_24	214
1526	08/02/19 03:57:18 AM	2019-08-02	03:57:18	AM	15.438	0.2827	24	Stand_24	214
1527	08/02/19 04:57:18 AM	2019-08-02	04:57:18	AM	15.223	0.2827	24	Stand_24	214
1528	08/02/19 05:57:18 AM	2019-08-02	05:57:18	AM	15.008	0.2824	24	Stand_24	214
1529	08/02/19 06:57:18 AM	2019-08-02	06:57:18	AM	14.864	0.2827	24	Stand_24	214
1530	08/02/19 07:57:18 AM	2019-08-02	07:57:18	AM	14.697	0.2827	24	Stand_24	214
1531	08/02/19 08:57:18 AM	2019-08-02	08:57:18	AM	14.816	0.2827	24	Stand_24	214
1532	08/02/19 09:57:18 AM	2019-08-02	09:57:18	AM	15.366	0.2827	24	Stand_24	214
1533	08/02/19 10:57:18 AM	2019-08-02	10:57:18	AM	15.915	0.2821	24	Stand_24	214
1534	08/02/19 11:57:18 AM	2019-08-02	11:57:18	AM	16.487	0.2824	24	Stand_24	214
1535	08/02/19 12:57:18 PM	2019-08-02	12:57:18	PM	17.058	0.2821	24	Stand_24	214
1536	08/02/19 01:57:18 PM	2019-08-02	01:57:18	PM	17.415	0.2813	24	Stand_24	214
1537	08/02/19 02:57:18 PM	2019-08-02	02:57:18	PM	17.677	0.2813	24	Stand_24	214
1538	08/02/19 03:57:18 PM	2019-08-02	03:57:18	PM	18.01	0.281	24	Stand_24	214
1539	08/02/19 04:57:18 PM	2019-08-02	04:57:18	PM	18.271	0.2806	24	Stand_24	214
